timestamp,session_id,query,response,crisis_flag
2025-09-06T01:53:35.912903,frontend-user,i try so hard i want to quit,"YOU ARE GOING TO TOUGH TIME.YOU ARE NOT ALONE YOUR PARENTS AND FRIENDS ARE WITH YOU.
YOUR LIFE MATTER AND YOU MATTER",True
2025-09-06T01:53:55.543909,frontend-user,how to manage study and friends,"YOU ARE GOING TO TOUGH TIME.YOU ARE NOT ALONE YOUR PARENTS AND FRIENDS ARE WITH YOU.
YOUR LIFE MATTER AND YOU MATTER",True
2025-09-06T01:54:25.141651,frontend-user,how to manage stress during exam,"Managing exam stress is definitely challenging, but you're so capable! Try incorporating short, mindful breaks into your study routine to clear your head. Don't forget to prioritize good sleep and nutritious food – they're your secret weapons for a calm mind! 💪🌟",False
2025-09-06T01:55:32.527998,frontend-user,i am stressed due to less friends,"YOU ARE GOING TO TOUGH TIME.YOU ARE NOT ALONE YOUR PARENTS AND FRIENDS ARE WITH YOU.
YOUR LIFE MATTER AND YOU MATTER",True
2025-09-06T01:55:56.385292,frontend-user,i am stress due to less marks i get in my exam,"It's completely normal to feel stressed when marks aren't what you hoped for, but please remember that your worth and intelligence are so much more than a single score! Every exam is a chance to learn and grow, not a final judgment. Be kind to yourself, reflect on what you can learn, and know that you're capable of amazing things! ✨💪",False
2025-09-06T01:57:15.672524,frontend-user,how to manage stress during exam,"It's totally understandable to feel stressed during exams, but you're stronger than you think! Try focusing on what you *can* control, like deep breathing exercises or a quick stretch to release tension. Remember to break down your studying into smaller, manageable chunks to feel less overwhelmed. You've got this! ✨💪",False
2025-09-06T01:57:43.725757,frontend-user,i am stressed due to less marks i get in my exam,"I hear you, and it's completely valid to feel stressed when your marks aren't what you hoped for. Please remember that one set of scores doesn't define your incredible abilities or your future potential! See this as a learning opportunity, be kind to yourself, and know that your best is yet to come. ✨🌟",False
2025-09-06T01:58:08.631774,frontend-user,i want to quit and die,"YOU ARE GOING TO TOUGH TIME.YOU ARE NOT ALONE YOUR PARENTS AND FRIENDS ARE WITH YOU.
YOUR LIFE MATTER AND YOU MATTER",True
2025-09-06T02:02:45.977554,frontend-user,i am stressed due to exam,You're strong! You've got this! Keep going! 💪🌟,False
2025-09-06T02:03:21.665720,frontend-user,how i can keep going everytime my marks get less,"Focus on learning, not just scores. You're growing! 🌟💪",False
2025-09-06T02:04:16.646824,frontend-user,how i can get good marks,"Practice, review, and believe in your growth! ✨💪",False
2025-09-06T02:04:55.013575,frontend-user,how to manage stress by not thinking that i am wasting my dad money,Your learning is a valuable investment in *you*. Keep going! 💪✨,False
2025-09-06T02:05:51.455831,frontend-user,i want to die,"YOU ARE GOING TO TOUGH TIME.YOU ARE NOT ALONE YOUR PARENTS AND FRIENDS ARE WITH YOU.
YOUR LIFE MATTER AND YOU MATTER",True
